,cell_0_M_0,cell_0_M_1,cell_0_AHL_0,cell_0_AHL_1,cell_0_S_0,cell_0_Sens_0,cell_0_Sens_1,cell_1_M_0,cell_1_M_1,cell_1_AHL_0,cell_1_AHL_1,cell_1_S_0,cell_1_Sens_0,cell_1_Sens_1,cell_2_M_0,cell_2_M_1,cell_2_AHL_0,cell_2_AHL_1,cell_2_S_0,cell_2_Sens_0,cell_2_Sens_1
25,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,2,,glu,mccV,
26,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,2,,glu,mccB,
27,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,2,,glu,,
28,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,,,glu,mccV,mccB
29,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,,,glu,mccV,
30,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,,,glu,mccB,
31,0,,1,2,glu,mccV,mccB,0,,1,2,glu,mccB,,3,,,,glu,,
32,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,2,glu,mccV,mccB
33,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,2,glu,mccV,
34,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,2,glu,mccB,
35,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,2,glu,,
36,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,,glu,mccV,mccB
37,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,,glu,mccV,
38,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,,glu,mccB,
39,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,1,,glu,,
40,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,2,,glu,mccV,mccB
41,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,2,,glu,mccV,
42,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,2,,glu,mccB,
43,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,2,,glu,,
44,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,,,glu,mccV,mccB
45,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,,,glu,mccV,
46,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,,,glu,mccB,
47,0,,1,2,glu,mccV,mccB,0,,1,2,glu,,,3,,,,glu,,
48,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,2,glu,mccV,mccB
49,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,2,glu,mccV,
50,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,2,glu,mccB,
51,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,2,glu,,
52,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,,glu,mccV,mccB
53,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,,glu,mccV,
54,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,,glu,mccB,
55,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,1,,glu,,
56,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,2,,glu,mccV,mccB
57,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,2,,glu,mccV,
58,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,2,,glu,mccB,
59,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,2,,glu,,
60,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,,,glu,mccV,mccB
61,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,,,glu,mccV,
62,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,,,glu,mccB,
63,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,mccB,3,,,,glu,,
64,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,2,glu,mccV,mccB
65,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,2,glu,mccV,
66,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,2,glu,mccB,
67,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,2,glu,,
68,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,,glu,mccV,mccB
69,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,,glu,mccV,
70,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,,glu,mccB,
71,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,1,,glu,,
72,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,2,,glu,mccV,mccB
73,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,2,,glu,mccV,
74,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,2,,glu,mccB,
75,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,2,,glu,,
76,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,,,glu,mccV,mccB
77,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,,,glu,mccV,
78,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,,,glu,mccB,
79,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccV,,3,,,,glu,,
80,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,2,glu,mccV,mccB
81,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,2,glu,mccV,
82,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,2,glu,mccB,
83,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,2,glu,,
84,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,,glu,mccV,mccB
85,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,,glu,mccV,
86,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,,glu,mccB,
87,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,1,,glu,,
88,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,2,,glu,mccV,mccB
89,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,2,,glu,mccV,
90,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,2,,glu,mccB,
91,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,2,,glu,,
92,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,,,glu,mccV,mccB
93,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,,,glu,mccV,
94,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,,,glu,mccB,
95,0,,1,2,glu,mccV,mccB,0,,1,,glu,mccB,,3,,,,glu,,
96,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,2,glu,mccV,mccB
97,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,2,glu,mccV,
98,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,2,glu,mccB,
99,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,2,glu,,
100,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,,glu,mccV,mccB
101,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,,glu,mccV,
102,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,,glu,mccB,
103,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,1,,glu,,
104,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,2,,glu,mccV,mccB
105,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,2,,glu,mccV,
106,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,2,,glu,mccB,
107,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,2,,glu,,
108,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,,,glu,mccV,mccB
109,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,,,glu,mccV,
110,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,,,glu,mccB,
111,0,,1,2,glu,mccV,mccB,0,,1,,glu,,,3,,,,glu,,
112,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,2,glu,mccV,mccB
113,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,2,glu,mccV,
114,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,2,glu,mccB,
115,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,2,glu,,
116,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,,glu,mccV,mccB
117,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,,glu,mccV,
118,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,,glu,mccB,
119,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,1,,glu,,
120,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,2,,glu,mccV,mccB
121,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,2,,glu,mccV,
122,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,2,,glu,mccB,
123,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,2,,glu,,
124,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,,,glu,mccV,mccB
125,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,,,glu,mccV,
126,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,,,glu,mccB,
127,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,mccB,3,,,,glu,,
128,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,2,glu,mccV,mccB
129,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,2,glu,mccV,
130,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,2,glu,mccB,
131,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,2,glu,,
132,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,,glu,mccV,mccB
133,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,,glu,mccV,
134,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,,glu,mccB,
135,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,1,,glu,,
136,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,2,,glu,mccV,mccB
137,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,2,,glu,mccV,
138,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,2,,glu,mccB,
139,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,2,,glu,,
140,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,,,glu,mccV,mccB
141,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,,,glu,mccV,
142,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,,,glu,mccB,
143,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccV,,3,,,,glu,,
144,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,2,glu,mccV,mccB
145,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,2,glu,mccV,
146,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,2,glu,mccB,
147,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,2,glu,,
148,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,,glu,mccV,mccB
149,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,,glu,mccV,
150,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,,glu,mccB,
151,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,1,,glu,,
152,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,2,,glu,mccV,mccB
153,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,2,,glu,mccV,
154,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,2,,glu,mccB,
155,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,2,,glu,,
156,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,,,glu,mccV,mccB
157,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,,,glu,mccV,
158,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,,,glu,mccB,
159,0,,1,2,glu,mccV,mccB,0,,2,,glu,mccB,,3,,,,glu,,
160,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,2,glu,mccV,mccB
161,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,2,glu,mccV,
162,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,2,glu,mccB,
163,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,2,glu,,
164,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,,glu,mccV,mccB
165,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,,glu,mccV,
166,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,,glu,mccB,
167,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,1,,glu,,
168,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,2,,glu,mccV,mccB
169,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,2,,glu,mccV,
170,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,2,,glu,mccB,
171,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,2,,glu,,
172,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,,,glu,mccV,mccB
173,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,,,glu,mccV,
174,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,,,glu,mccB,
175,0,,1,2,glu,mccV,mccB,0,,2,,glu,,,3,,,,glu,,
176,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,2,glu,mccV,mccB
177,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,2,glu,mccV,
178,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,2,glu,mccB,
179,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,2,glu,,
180,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,,glu,mccV,mccB
181,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,,glu,mccV,
182,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,,glu,mccB,
183,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,1,,glu,,
184,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,2,,glu,mccV,mccB
185,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,2,,glu,mccV,
186,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,2,,glu,mccB,
187,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,2,,glu,,
188,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,,,glu,mccV,mccB
189,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,,,glu,mccV,
190,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,,,glu,mccB,
191,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,mccB,3,,,,glu,,
192,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,2,glu,mccV,mccB
193,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,2,glu,mccV,
194,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,2,glu,mccB,
195,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,2,glu,,
196,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,,glu,mccV,mccB
197,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,,glu,mccV,
198,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,,glu,mccB,
199,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,1,,glu,,
200,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,2,,glu,mccV,mccB
201,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,2,,glu,mccV,
202,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,2,,glu,mccB,
203,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,2,,glu,,
204,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,,,glu,mccV,mccB
205,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,,,glu,mccV,
206,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,,,glu,mccB,
207,0,,1,2,glu,mccV,mccB,0,,,,glu,mccV,,3,,,,glu,,
208,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,2,glu,mccV,mccB
209,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,2,glu,mccV,
210,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,2,glu,mccB,
211,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,2,glu,,
212,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,,glu,mccV,mccB
213,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,,glu,mccV,
214,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,,glu,mccB,
215,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,1,,glu,,
216,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,2,,glu,mccV,mccB
217,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,2,,glu,mccV,
218,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,2,,glu,mccB,
219,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,2,,glu,,
220,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,,,glu,mccV,mccB
221,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,,,glu,mccV,
222,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,,,glu,mccB,
223,0,,1,2,glu,mccV,mccB,0,,,,glu,mccB,,3,,,,glu,,
224,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,2,glu,mccV,mccB
225,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,2,glu,mccV,
226,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,2,glu,mccB,
227,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,2,glu,,
228,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,,glu,mccV,mccB
229,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,,glu,mccV,
230,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,,glu,mccB,
231,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,1,,glu,,
232,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,2,,glu,mccV,mccB
233,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,2,,glu,mccV,
234,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,2,,glu,mccB,
235,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,2,,glu,,
236,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,,,glu,mccV,mccB
237,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,,,glu,mccV,
238,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,,,glu,mccB,
239,0,,1,2,glu,mccV,mccB,0,,,,glu,,,3,,,,glu,,
240,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,mccB,2,,2,,glu,mccV,mccB
241,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,mccB,2,,2,,glu,mccV,
242,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,mccB,2,,2,,glu,mccB,
243,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,mccB,2,,2,,glu,,
244,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,,2,,2,,glu,mccV,mccB
245,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,,2,,2,,glu,mccV,
246,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,,2,,2,,glu,mccB,
247,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccV,,2,,2,,glu,,
248,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccB,,2,,2,,glu,mccV,mccB
249,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccB,,2,,2,,glu,mccV,
250,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccB,,2,,2,,glu,mccB,
251,0,,1,2,glu,mccV,mccB,1,,1,2,glu,mccB,,2,,2,,glu,,
252,0,,1,2,glu,mccV,mccB,1,,1,2,glu,,,2,,2,,glu,mccV,mccB
253,0,,1,2,glu,mccV,mccB,1,,1,2,glu,,,2,,2,,glu,mccV,
254,0,,1,2,glu,mccV,mccB,1,,1,2,glu,,,2,,2,,glu,mccB,
255,0,,1,2,glu,mccV,mccB,1,,1,2,glu,,,2,,2,,glu,,
256,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,mccB,2,,2,,glu,mccV,mccB
257,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,mccB,2,,2,,glu,mccV,
258,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,mccB,2,,2,,glu,mccB,
259,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,mccB,2,,2,,glu,,
260,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,,2,,2,,glu,mccV,mccB
261,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,,2,,2,,glu,mccV,
262,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,,2,,2,,glu,mccB,
263,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccV,,2,,2,,glu,,
264,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccB,,2,,2,,glu,mccV,mccB
265,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccB,,2,,2,,glu,mccV,
266,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccB,,2,,2,,glu,mccB,
267,0,,1,2,glu,mccV,mccB,1,,1,,glu,mccB,,2,,2,,glu,,
268,0,,1,2,glu,mccV,mccB,1,,1,,glu,,,2,,2,,glu,mccV,mccB
269,0,,1,2,glu,mccV,mccB,1,,1,,glu,,,2,,2,,glu,mccV,
270,0,,1,2,glu,mccV,mccB,1,,1,,glu,,,2,,2,,glu,mccB,
271,0,,1,2,glu,mccV,mccB,1,,1,,glu,,,2,,2,,glu,,
272,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,2,,glu,mccV,mccB
273,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,2,,glu,mccV,
274,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,2,,glu,mccB,
275,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,2,,glu,,
276,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,,,glu,mccV,mccB
277,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,,,glu,mccV,
278,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,,,glu,mccB,
279,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,mccB,2,,,,glu,,
280,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,,2,,2,,glu,mccV,mccB
281,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,,2,,2,,glu,mccV,
282,0,,1,2,glu,mccV,mccB,1,,2,,glu,mccV,,2,,2,,glu,mccB,
